ref,name,address,lat,long,description,,,,,,,
176,ХЕРСОН-ГІС,"м. Херсон, вул. 49-ї Гвардійської Дивізії, 7К3",46.666342,32.618439,"<div align=""center""><b>ХЕРСОН-ГІС</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 73000<br>
<u>Адреса:</u> м. Херсон, вул. 49-ї Гвардійської Дивізії, 7К3<br>
<u>Телефони:</u> +38 (0552) 223985<br>",,,,,,,
177,Альфа -Експерт,"м. Берислав, вул. Губайдуліна, 3",46.833946,33.414872,"<div align=""center""><b>Альфа -Експерт</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 74300<br>
<u>Адреса:</u> Херсонська область, Бериславський р-н, м. Берислав, вул. Губайдуліна, 3, оф.3<br>
<u>Телефони:</u> +38(066)4673009<br>",,,,,,,
178,Агро-Експерт,"смт. Нововоронцовка, вул.Гагаріна, 16",47.496572,33.916729,"<div align=""center""><b>Агро-Експерт</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 74300<br>
<u>Адреса:</u> Херсонська область, смт. Нововоронцовка, вул.Гагаріна, 16<br>
<u>Телефони:</u> (05533)21464, (05533)22586 <br>",,,,,,,
179,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Херсон, вул. Перекопська, 20",46.641611 ,32.632081,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Херсон, вул. Перекопська, 20<br>
<u>Телефони:</u> (055)239-85-56<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
180,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Чернівці, Головна вул., 122",48.271643,25.946114,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 58000<br>
<u>Адреса:</u> м. Чернівці, Головна вул., 122<br>
<u>Телефони:</u> 097-57-246-57<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
181,"Державне підприємство ""Чернівецький геоінфоцентр""","м. Чернівці, вул. Кохановського, 5",48.289870,25.935474,"<div align=""center""><b>Державне підприємство ""Чернівецький геоінфоцентр""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 58000<br>
<u>Адреса:</u> м. Чернівці, вул. Кохановського, 5<br>
<u>Телефони:</u> (0372)511600,(0372)511800<br>
<u>E-mail:</u> cv-gic@yandex.ru, ev-gic@yandex.ru<br>",,,,,,,
182,"""ТА-ЕКСПЕРТ-СЕРВІС""","м. Чернівці, вул.І.Франка, будинок 21",48.289261,25.933572,"<div align=""center""><b>""ТА-ЕКСПЕРТ-СЕРВІС""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 58000<br>
<u>Адреса:</u> м. Чернівці, вул.І.Франка, будинок 21, квартира 2а<br>
<u>Телефони:</u> (0372)522829, 0505531333<br>
<u>E-mail:</u> 511423@ukr.net<br>",,,,,,,
183,Естімейт,"м.Чернівці, вул.Головна, буд. 61",48.290418,25.935189,"<div align=""center""><b>Естімейт</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 58000<br>
<u>Адреса:</u> м.Чернівці, вул.Головна, буд. 61, офіс 8<br>
<u>Телефони:</u> (0372)520195, (037)2520195 <br>",,,,,,,
184,"Державне підприємство ""Чернівецький науково-дослідний та проектний інститут землеустрою""","м. Чернівці, вул. Червоноармійська, 194а",48.266961,25.925944,"<div align=""center""><b>Державне підприємство ""Чернівецький науково-дослідний та проектний інститут землеустрою""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 58013<br>
<u>Адреса:</u> м. Чернівці, вул. Червоноармійська, 194а, поверх №3, каб. №3<br>
<u>Телефони:</u>(0372)234351, (0372)233312<br>
<a href=""http://cvchiz.at.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>",,,,,,,
185,АРШИН,"смт. Кельменці, вул. Ольги Кобилянської, 5а",48.459775,26.835763,"<div align=""center""><b>АРШИН</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 60100<br>
<u>Адреса:</u> Чернівецька область, Кельменецький район, смт Кельменцi, вул. Ольги Кобилянської, 5а<br>
<u>Телефони:</u> (03732)21906<br>",,,,,,,
186,ГАБІОНИ ЗАХІД Україна,"м. Чернівці, Руська вул., 248",48.272674,25.992583,"<div align=""center""><b>ГАБІОНИ ЗАХІД УКРАЇНА</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 58023<br>
<u>Адреса:</u> м. Чернівці, Руська вул., 248<br>
<u>Телефони:</u> (0372)578144<br>",,,,,,,
187,БУКІНФОЗЕМ,"м. Чернівці, вул. Ольги Кобилянської, 41",48.287576,25.938369,"<div align=""center""><b>БУКІНФОЗЕМ</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 58000<br>
<u>Адреса:</u> м. Чернівці, вул. Ольги Кобилянської, 41<br>
<u>Телефони:</u> (0372)552342<br>",,,,,,,
188,Землемір,"м. Заставна, вул. Незалежності, 100/3",48.5199, 25.845555,"<div align=""center""><b>Землемір</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 59400<br>
<u>Адреса:</u> Чернівецька область, Заставнівський район, м. Заставна, вул. Незалежності, 100/3<br>
<u>Телефони:</u> (03737)22786<br>
<u>E-mail:</u> zemlemir@yandex.ru<br>",,,,,,,
189,ТЕРРА БУКОВИНА,"м. Чернівці, вул. Ольги Кобилянської, 13",48.290278,25.936010,"<div align=""center""><b>ТЕРРА БУКОВИНА</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 58000<br>
<u>Адреса:</u> м. Чернівці, вул. Ольги Кобилянської, 13, у дворі<br>
<u>Телефони:</u> (0372)904061<br>
<u>E-mail:</u> zagorigor@mail.ru<br>",,,,,,,
190,"Державне підприємство ""Лубнигеодезія""","м. Лубни, вул. Радянська, 83",50.0188,32.987601,"<div align=""center""><b>Державне підприємство ""Лубнигеодезія""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 37502<br>
<u>Адреса:</u> Полтавська обл., м. Лубни, вул. Радянська, 83<br>
<u>Телефони:</u> +380(5361)7-26-67, +380(5361)7-26-68, +380(5361)7-31-62 <br>
<u>E-mail:</u> geo-lubny@yandex.ru<br>",,,,,,,
191,"Державне науково-виробниче підприємство ""Полтавагеодезцентр""","м. Полтава, вул. Паризької Комуни, 32",49.588657,34.559885,"<div align=""center""><b>Державне науково-виробниче підприємство ""Полтавагеодезцентр""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 36020<br>
<u>Адреса:</u> м. Полтава, вул. Паризької Комуни, 32<br>
<u>Телефони:</u> +380(5322)7-51-22, +380(532)50-24-55<br>
<u>E-mail:</u> polgeocentr@pi.net.ua<br>",,,,,,,
192,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Полтава, вул. Шевченка, 54",49.584941,34.545235,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Полтава, вул. Шевченка, 54/22<br>
<u>Телефони:</u> (053)269-16-01<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
193,"Державне підприємство ""Полтавський науково-дослідний та проектний інститут землеустрою""","м. Полтава, вул. Крамського, 9",49.585529,34.534848,"<div align=""center""><b>Державне підприємство ""Полтавський науково-дослідний та проектний інститут землеустрою""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 36039<br>
<u>Адреса:</u> м. Полтава, вул. Крамського, 9<br>
<u>Телефони:</u> (0532)27-25-22, (0532)22-19-37<br>
<u>E-mail:</u> systadmin@ukr.net<br>",,,,,,,
194,ЛАДА ІНФОРМ,"м. Полтава, Зіньківська вул., 6Б",49.602975,34.530868,"<div align=""center""><b>ЛАДА ІНФОРМ</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 36029<br>
<u>Адреса:</u> м. Полтава, Зіньківська вул., 6Б, офіс 6<br>
<u>Телефони:</u> 0661765306, 0677933551, 0535292636<br>
<u>E-mail:</u> Lada-inform@mail.ru<br>",,,,,,,
195,УкрБізнесКонсалтінг,"м. Полтава,вул. Шевченка, 52",49.584747,34.546159,"<div align=""center""><b>УкрБізнесКонсалтінг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 36039<br>
<u>Адреса:</u> м. Полтава,вул. Шевченка, 52<br>
<u>Телефони:</u> +380503460939<br>
<a href=""http://www.biz-consalt.com/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> info@biz-consalt.com<br>",,,,,,,
196,Регіон експертпроект,"м. Полтава, вул. Чапаєва, 9А",49.582087,34.541847,"<div align=""center""><b>Регіон експертпроект</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 36039<br>
<u>Адреса:</u> м. Полтава, вул. Чапаєва, 9А, к. 44<br>
<u>Телефони:</u> +380504560979<br>",,,,,,,
197,ПОЛТАВАЗЕМЛЕУСТРІЙ,"м. Полтава, вул. Юрія Кондратюка, 3",49.564078,34.499852,"<div align=""center""><b>ПОЛТАВАЗЕМЛЕУСТРІЙ</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 36028<br>
<u>Адреса:</u> м. Полтава, вул. Юрія Кондратюка, 3<br>
<u>Телефони:</u> (0532)508397, (099)3496217<br>",,,,,,,
198,Ексон,"м. Полтава, Жовтнева вул., 40",49.593413,34.551731,"<div align=""center""><b>Ексон</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 36003<br>
<u>Адреса:</u> м. Полтава, Жовтнева вул., 40, кв.12<br>
<u>Телефони:</u> (0532)578397, (099)3778217<br>",,,,,,,
199,Імако,"м. Полтава, Червоноармійська вул., 3",49.591283,34.544946,"<div align=""center""><b>Імако</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 36003<br>
<u>Адреса:</u> м. Полтава, Червоноармійська вул., 3<br>",,,,,,,
200,ГЕОМЕТ,"м. Полтава, вул. Володарського, 3",49.579741,34.546326,"<div align=""center""><b>ГЕОМЕТ</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 36000<br>
<u>Адреса:</u> м. Полтава, вул. Володарського, 3<br>
<u>Телефони:</u> +380(532)655655<br>",,,,,,,
201,ПАРСЕЛ,"м. Полтава, вул. Комарова, 10",49.553453,34.505555,"<div align=""center""><b>ПАРСЕЛ</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 36008<br>
<u>Адреса:</u> м. Полтава, вул. Комарова, 10<br>
<u>Телефони:</u> +38(050)6885645<br>",,,,,,,
202,"Державне підприємство ""Тернопільгеодезцентр""","м. Тернопіль, вул. Лисенка, 9",49.556926,25.601213,"<div align=""center""><b>Державне підприємство ""Тернопільгеодезцентр""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 46002<br>
<u>Адреса:</u> м. Тернопіль, вул. Лисенка, 9<br>
<u>Телефони:</u>(352)25-46-35<br>
<u>E-mail:</u> Kostiv@geodezcentr.te.ua<br>",,,,,,,
203,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Тернопіль, вул. Митрополита Шептицького, 26",49.544587,25.592632,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Тернопіль, вул. Митрополита Шептицького, 26<br>
<u>Телефони:</u> 097-57-246-57<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
204,"Державне підприємство ""Тернопільський науково-дослідний та проектний інститут землеустрою""","м. Тернопіль, вул. Лисенка, 20А",49.557439,25.602781,"<div align=""center""><b>Державне підприємство ""Тернопільський науково-дослідний та проектний інститут землеустрою""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 46002<br>
<u>Адреса:</u> м. Тернопіль, вул. Лисенка, 20А<br>
<u>Телефони:</u> (0352)52-67-76 <br>
<a href=""http://terland.gov.ua/32"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> terland@ukr.net<br>",,,,,,,
205,Оцінювач,"м. Тернопіль, вул. Крушельницької, 18",49.557344,25.595704,"<div align=""center""><b>Оцінювач</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Тернопіль, вул. Крушельницької, 18, офіс 201<br>
<u>Телефони:</u> +38(0352)42-49-25<br>",,,,,,,
206,Землевласник-СЛ,"м. Тернопіль, просп. Степана Бандери, 34а",49.551940,25.610705,"<div align=""center""><b>Землевласник-СЛ</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 46000<br>
<u>Адреса:</u> м. Тернопіль, просп. Степана Бандери, 34а<br>
<u>Телефони:</u> +38(0352)52-02-07<br>",,,,,,,
207,Компанія ІВР,"м. Тернопіль, вул. Дружби, 3",49.549903,25.573090,"<div align=""center""><b>Компанія ІВР</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 46002<br>
<u>Адреса:</u> м. Тернопіль, вул. Дружби, 3, кв. 49<br>
<u>Телефони:</u> (0352)231799<br>",,,,,,,
208,Галицькі землі,"м. Тернопіль, вул. Руська, 25",49.551475,25.593385,"<div align=""center""><b>Галицькі землі</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 46001<br>
<u>Адреса:</u> м. Тернопіль, вул. Руська, 25<br>
<u>Телефони:</u> 0352236016<br>",,,,,,,
209,Тернопільська агропромислова біржа,"м. Тернопіль, вул. Князя Острозького, 14",49.549116,25.594944,"<div align=""center""><b>Тернопільська агропромислова біржа</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 46001<br>
<u>Адреса:</u> м. Тернопіль, вул. Князя Острозького, 14, кв. 305<br>
<u>Телефони:</u> 0352236016<br>
<a href=""http://http://tapb.org.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> tapb@ukrpost.net<br>",,,,,,,
210,Матек,"м. Тернопіль,вул. Митрополита Шептицького, 3",49.548002,25.594191,"<div align=""center""><b>Матек</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 46008<br>
<u>Адреса:</u> м. Тернопіль,вул. Митрополита Шептицького, 3<br>
<u>Телефони:</u> 0352236016<br>
<a href=""http://www.matek.ternopil.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> info@matek.ternopil.ua<br>",,,,,,,
211,Українське земельне агентство,"м. Тернопіль,вул. Антона Монастирського, 44",49.545791,25.614107,"<div align=""center""><b>Українське земельне агентство</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 46011<br>
<u>Адреса:</u> м. Тернопіль,вул. Антона Монастирського, 44<br>
<u>Телефони:</u> 0352236016<br>
<a href=""http://dazru.gov.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>",,,,,,,
212,"Державне науково-виробниче підприємство ""Рівнегеокадастр""","м. Рівне, вул. 16-го Липня, 38",50.615396,26.249542,"<div align=""center""><b>Державне науково-виробниче підприємство ""Рівнегеокадастр""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 33000<br>
<u>Адреса:</u> м. Рівне, вул. 16-го Липня, 38<br>
<u>Телефони:</u>(0362)22-20-28, (0362)22-60-38<br>
<u>E-mail:</u> rivnegeo@rivne.com<br>",,,,,,,
213,"Експертно-консалтингова фірма ""Приватна справа""","м. Рівне, вул. Гур`єва, 13",50.623658,26.226907,"<div align=""center""><b>Експертно-консалтингова фірма ""Приватна справа""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 33000<br>
<u>Адреса:</u>м. Рівне, вул. Гур`єва, 13<br>
<u>Телефони:</u>(0362)628559<br>
<u>E-mail:</u> sprava@rivne.com<br>",,,,,,,
214,"Державне підприємство ""Рівненський науково-дослідний та проектний інститут землеустрою""","м. Рівне, вул. Симона Петлюри, 37",50.625122,26.250729,"<div align=""center""><b>Державне підприємство ""Рівненський науково-дослідний та проектний інститут землеустрою""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 33000<br>
<u>Адреса:</u> м. Рівне, вул. Симона Петлюри, 37<br>
<u>Телефони:</u>(0362)22-67-14, (0362)26-46-69<br>
<a href=""http://rivneoblzem.gov.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> rivne_iz@ukr.net<br>",,,,,,,
215," Оціночна Компанія ""Техносервіс""","м. Рівне, вул. Гагаріна, 57",50.632949,26.272364,"<div align=""center""><b>Оціночна Компанія ""Техносервіс""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 33022<br>
<u>Адреса:</u> м. Рівне, вул. Гагаріна, 57<br>
<u>Телефони:</u>(097) 47-397-93, (066) 48-037-23<br>
<u>E-mail:</u> tehserv@ua.fm<br>",,,,,,,
216,"НІКОС ""Оціночна компанія""","м. Рівне, вул. 16-го Липня, 32",50.616592,26.249709,"<div align=""center""><b>НІКОС ""Оціночна компанія""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 33028<br>
<u>Адреса:</u> м. Рівне, вул. 16-го Липня, 32<br>
<u>Телефони:</u>(0362)62-35-30<br>
<a href=""http://www.natalinikoc.zz.mu/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> nikos.ok@rambler.ru, tovnikos.ok@gmail.com<br>",,,,,,,
217,Рівненська товарна біржа,"м. Рівне, вул. Гетьмана мазепи, 4а/6а",50.622665,26.247922,"<div align=""center""><b>Рівненська товарна біржа</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 33028<br>
<u>Адреса:</u> м. Рівне вул. Гетьмана мазепи, 4а/6а, 4 пов.<br>
<u>Телефони:</u>+380362433407; +380676761474<br>
<a href=""http://price.org.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>",,,,,,,
218,"Експертна фірма ""Нива-Експерт""","м. Рівне, вул. Драгоманова, 27",50.613718,26.243121,"<div align=""center""><b>Експертна фірма ""Нива-Експерт""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 33028<br>
<u>Адреса:</u> м. Рівне, вул. Драгоманова, 27<br>
<u>Телефони:</u>(0362) 62-05-27, (0362) 22-67-49<br>",,,,,,,
219,Академія Незалежної оцінки,"м. Рівне, вул. Орлова, 36",50.617742,26.278846,"<div align=""center""><b>Академія Незалежної оцінки</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 33027<br>
<u>Адреса:</u> м. Рівне, вул. Орлова, 36<br>
<u>Телефони:</u>(0362) 67-67-49<br>",,,,,,,
220,Оцінка,"м. Рівне, вул. Шевченка, 45",50.623029,26.243294,"<div align=""center""><b>Оцінка</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 33013<br>
<u>Адреса:</u> м. Рівне, вул. Шевченка, 45<br>
<u>Телефони:</u>(0362)63-35-75<br>",,,,,,,
221,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Рівне, вул. Данила Галицького, 19",50.609153,26.284962,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Рівне, вул. Данила Галицького, 19<br>
<u>Телефони:</u> 097-57-246-57<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
222,ЕКСПЕРТ-РІВНЕ-КОНСАЛТ,"м. Рівне, просп. Миру, 15",50.624484,26.248037,"<div align=""center""><b>ЕКСПЕРТ-РІВНЕ-КОНСАЛТ</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 33013<br>
<u>Адреса:</u> м. Рівне, просп. Миру, 15<br>
<u>Телефони:</u> (0362)26-77-96, (0362)26-37-37, (0362)26-37-22<br>
<a href=""http://www.expert-rivne.com/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> expert.zemlia@gmail.com<br>",,,,,,,
223,ГарантАвтоЗахід,"м. Рівне, вул. Курчатова, 26",50.600303,26.281326,"<div align=""center""><b>ГарантАвтоЗахід</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Рівне, вул. Курчатова, 26<br>
<u>Телефони:</u> (0362)64-24-10, (067)363-50-33 <br>
<a href=""http://gaz.rv.ua/index.php/ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> volsta@ukr.net<br>",,,,,,,
224,Десна-Експерт-М,"м. Чернігів, пр-т Перемоги 20",51.487675,31.275971,"<div align=""center""><b>Десна-Експерт-М</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 14017<br>
<u>Адреса:</u> м. Чернігів, пр-т Перемоги 20, 3 поверх,
офіс 6<br>
<u>Телефони:</u> (0462) 64-00-84 <br>
<a href=""http://desna-expert.com.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> Desna-Korykovka@mail.ru<br>",,,,,,,
225,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Чернігів, просп. Перемоги, 64",51.489680,31.286823,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Чернігів, просп. Перемоги, 64<br>
<u>Телефони:</u> (046)261-14-16<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
226,"Державне підприємство ""Чернігівський науково-дослідний та проектний інститут землеустрою""","м. Чернігів, вул. П`ятницька, 11А",51.494840,31.298463,"<div align=""center""><b>Державне підприємство ""Чернігівський науково-дослідний та проектний інститут землеустрою""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 14000<br>
<u>Адреса:</u> м. Чернігів, вул. П`ятницька, 11А<br>
<u>Телефони:</u>(0462) 67-52-28, (0462) 67-52-27<br>",,,,,,,
227,Візер,"м. Чернігів, просп. Перемоги, 103",51.496675,31.300121,"<div align=""center""><b>Візер</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 14000<br>
<u>Адреса:</u> м. Чернігів, пр-т Перемоги, 103, к.29<br>
<u>Телефони:</u>+38(0462)167298 <br>",,,,,,,
228,"Універсальна товарна біржа ""Соціум""","
м. Чернігів, пр-т Миру, 68",51.502788,31.281952,"<div align=""center""><b>Універсальна товарна біржа ""Соціум""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 14005<br>
<u>Адреса:</u> м. Чернігів, пр-т Миру, 68 к.1508<br>
<u>Телефони:</u>+38(0462)167386<br>",,,,,,,
229,Геоінформпроект,"м.Чернігів, вул. Бєлова, 7",51.521762,31.318406,"<div align=""center""><b>Геоінформпроект</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 14032<br>
<u>Адреса:</u> м.Чернігів, вул. Бєлова, 7<br>
<u>Телефони:</u>+38 (0462) 670337<br>",,,,,,,
230,Гео Граф,"м. Чернігів, вул. Гетьмана Полуботка, 74",51.501267,31.315609,"<div align=""center""><b>Гео Граф</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 14027<br>
<u>Адреса:</u> м. Чернігів, вул. Гетьмана Полуботка, 74<br>
<u>Телефони:</u> +380(462)62-92-50<br>
<a href=""http://geo-graf.at.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>",,,,,,,
231,СІВЕРЕКСПЕРТ,"м. Чернігів, вул. Мстиславська, буд. 9",51.493595,31.303403,"<div align=""center""><b>СІВЕРЕКСПЕРТ</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 14000<br>
<u>Адреса:</u> м.Чернігів, вул. Мстиславська, буд. 9<br>
<u>Телефони:</u> 0634187872<br>
<u>E-mail:</u> siverexpert@mail.ru, siverexpert@ukr.net<br>",,,,,,,
232,Аксіома,"м. Чернігів, проспект Миру, 53",51.500124,31.287200,"<div align=""center""><b>Аксіома</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 14005<br>
<u>Адреса:</u>м.Чернігів, проспект Миру, 53<br>
<u>Телефони:</u> 0462 971 597<br>
<a href=""http://www.aksioma.cn.ua/index.php?id=12"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> aksiomach@mail.ru<br>",,,,,,,
233,ЧернігівВодоПроект,"м. Чернігів, просп. Перемоги, 39",51.487583,31.279200,"<div align=""center""><b>ЧернігівВодоПроект</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 14005<br>
<u>Адреса:</u>м. Чернігів, просп. Перемоги, 39<br>
<u>Телефони:</u> +380(4622)44011<br>",,,,,,,
234,"Державне підприємство ""Сумигеодезкартографія""","м. Суми, вул. Герасима Кондратьєва, 98А",50.890013,34.781392,"<div align=""center""><b>Державне підприємство ""Сумигеодезкартографія""</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 40021<br>
<u>Адреса:</u> м. Суми, вул. Герасима Кондратьєва, 98А<br>
<u>Телефони:</u> +38(0542)628-832, +38(0542)619-681<br>
<a href=""http://www.sgk.inf.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> sgk@map.sumy.ua<br>",,,,,,,
235,Консалт-С,"м. Суми, проспект Курський, 141",50.945717,34.773480,"<div align=""center""><b>Консалт-С</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 40020<br>
<u>Адреса:</u> м. Суми, проспект Курський, 141<br>
<u>Телефони:</u> 0506883460<br>",,,,,,,
236,Альянс-2000,"м. Суми, Петропавлівська вул., 70",50.903461,34.791837,"<div align=""center""><b>Альянс-2000</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Поштовий індекс:</u> 40030<br>
<u>Адреса:</u> м. Суми, Петропавлівська вул., 70<br>
<u>Телефони:</u> (0542)770778<br>
<a href=""www.uto.sumy.ua/"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> alians2000@utel.net.ua<br>",,,,,,,
237,ГІЛЬДІЯ ІНЖИНІРИНГ,"м. Суми, Кооперативна вул., 19",50.912408,34.799142,"<div align=""center""><b>Гільдія Інжиніринг</b></div>
<div align=""center""><i>Контакти</i></div>
<u>Адреса:</u> м. Суми, Кооперативна вул., 19<br>
<u>Телефони:</u> 063-179-86-45<br>
<a href=""http://geotop.com.ua/index_ua.php"" target=""_blank"">Офіційна веб-сторінка</a><br>
<u>E-mail:</u> a@geotop.com.ua<br>",,,,,,,
